game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result,home_1,away_1,home_2,away_2,home_3,away_3,home_4,away_4,home_5,away_5,home_6,away_6,home_7,away_7,home_8,away_8,home_9,away_9,odds_api_id
186588,2026-09-18,2026-09-18 18:40:00,Cincinnati Reds,Chicago Cubs,2.05,1.77,9.0,1.97,1.8,,,,,,,,,,,,,,,,,,,,,,,,186588
186589,2026-09-18,2026-09-18 18:40:00,Pittsburgh Pirates,Kansas City Royals,1.56,2.58,8.0,1.98,1.88,,,,,,,,,,,,,,,,,,,,,,,,186589
186590,2026-09-18,2026-09-18 19:05:00,Baltimore Orioles,Milwaukee Brewers,2.15,1.7,8.5,1.9,1.88,,,,,,,,,,,,,,,,,,,,,,,,186590
186591,2026-09-18,2026-09-18 19:10:00,Cleveland Guardians,Athletics,1.54,2.65,8.5,1.93,1.94,,,,,,,,,,,,,,,,,,,,,,,,186591
186592,2026-09-18,2026-09-18 19:10:00,Tampa Bay Rays,Boston Red Sox,1.8,2.13,7.0,1.83,2.05,,,,,,,,,,,,,,,,,,,,,,,,186592
186593,2026-09-18,2026-09-18 19:15:00,New York Mets,Philadelphia Phillies,1.87,1.93,8.0,1.9,1.86,,,,,,,,,,,,,,,,,,,,,,,,186593
186594,2026-09-18,2026-09-18 19:40:00,Chicago White Sox,Detroit Tigers,1.81,2.11,8.5,1.93,1.93,,,,,,,,,,,,,,,,,,,,,,,,186594
187272,2026-09-18,2026-09-18 20:05:00,Texas Rangers,Toronto Blue Jays,2.21,1.75,7.5,1.88,1.99,,,,,,,,,,,,,,,,,,,,,,,,187272
187273,2026-09-18,2026-09-18 20:10:00,Colorado Rockies,Seattle Mariners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187273
187274,2026-09-18,2026-09-18 20:10:00,Houston Astros,Atlanta Braves,2.05,1.86,8.0,1.88,1.99,,,,,,,,,,,,,,,,,,,,,,,,187274
187275,2026-09-18,2026-09-18 20:15:00,St. Louis Cardinals,Washington Nationals,1.9,2.0,7.5,1.9,1.97,,,,,,,,,,,,,,,,,,,,,,,,187275
187276,2026-09-18,2026-09-18 21:38:00,Los Angeles Angels,Minnesota Twins,2.08,1.84,8.5,1.97,1.9,,,,,,,,,,,,,,,,,,,,,,,,187276
187277,2026-09-18,2026-09-18 21:40:00,Arizona Diamondbacks,New York Yankees,2.18,1.77,8.0,1.89,1.98,,,,,,,,,,,,,,,,,,,,,,,,187277
187278,2026-09-18,2026-09-18 21:40:00,San Diego Padres,Miami Marlins,1.52,2.7,7.5,1.93,1.93,,,,,,,,,,,,,,,,,,,,,,,,187278
187279,2026-09-18,2026-09-18 22:15:00,Los Angeles Dodgers,San Francisco Giants,1.34,3.56,8.0,1.93,1.94,,,,,,,,,,,,,,,,,,,,,,,,187279
